model,entity_type,tag,layer,true_class,pred_class,n,n_true_total,rate
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,29,nitrogen,oxygen,28,240,0.116667
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,29,oxygen,halide,6,280,0.021429
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,29,oxygen,nitrogen,3,280,0.010714
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,30,nitrogen,oxygen,33,240,0.1375
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,30,oxygen,nitrogen,3,280,0.010714
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,30,oxygen,halide,2,280,0.007143
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,31,nitrogen,oxygen,37,240,0.154167
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,31,oxygen,halide,3,280,0.010714
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,coarse_group,31,oxygen,nitrogen,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,sulfur,oxygen,131,200,0.655
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,nitrogen,oxygen,81,240,0.3375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,oxygen,sulfur,74,280,0.264286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,oxygen,nitrogen,62,280,0.221429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,oxygen,halide,37,280,0.132143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,oxygen,hydrocarbon,34,280,0.121429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,nitrogen,sulfur,28,240,0.116667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,sulfur,nitrogen,23,200,0.115
meta-llama-Llama-3.1-8B,functional_group,coarse_group,0,nitrogen,halide,13,240,0.054167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,nitrogen,oxygen,147,240,0.6125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,oxygen,nitrogen,111,280,0.396429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,sulfur,oxygen,48,200,0.24
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,oxygen,sulfur,42,280,0.15
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,sulfur,nitrogen,40,200,0.2
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,oxygen,hydrocarbon,37,280,0.132143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,nitrogen,sulfur,3,240,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,1,sulfur,hydrocarbon,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,nitrogen,oxygen,153,240,0.6375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,oxygen,nitrogen,120,280,0.428571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,sulfur,nitrogen,79,200,0.395
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,oxygen,hydrocarbon,35,280,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,oxygen,sulfur,35,280,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,nitrogen,halide,34,240,0.141667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,nitrogen,sulfur,12,240,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,sulfur,oxygen,12,200,0.06
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,halide,oxygen,5,160,0.03125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,2,halide,sulfur,1,160,0.00625
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,nitrogen,oxygen,110,240,0.458333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,oxygen,nitrogen,80,280,0.285714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,sulfur,oxygen,80,200,0.4
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,nitrogen,halide,35,240,0.145833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,sulfur,nitrogen,30,200,0.15
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,nitrogen,sulfur,21,240,0.0875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,oxygen,sulfur,18,280,0.064286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,oxygen,hydrocarbon,16,280,0.057143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,nitrogen,hydrocarbon,5,240,0.020833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,halide,sulfur,2,160,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,3,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,nitrogen,oxygen,94,240,0.391667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,sulfur,oxygen,81,200,0.405
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,oxygen,nitrogen,63,280,0.225
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,nitrogen,halide,38,240,0.158333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,sulfur,nitrogen,26,200,0.13
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,nitrogen,sulfur,12,240,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,oxygen,sulfur,11,280,0.039286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,oxygen,hydrocarbon,7,280,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,halide,sulfur,5,160,0.03125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,nitrogen,hydrocarbon,4,240,0.016667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,4,sulfur,halide,3,200,0.015
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,nitrogen,oxygen,83,240,0.345833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,sulfur,oxygen,55,200,0.275
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,oxygen,nitrogen,48,280,0.171429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,sulfur,nitrogen,44,200,0.22
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,nitrogen,sulfur,34,240,0.141667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,nitrogen,halide,32,240,0.133333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,oxygen,hydrocarbon,13,280,0.046429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,sulfur,halide,10,200,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,nitrogen,hydrocarbon,6,240,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,oxygen,sulfur,6,280,0.021429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,5,halide,sulfur,4,160,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,nitrogen,oxygen,75,240,0.3125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,sulfur,nitrogen,63,200,0.315
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,oxygen,nitrogen,52,280,0.185714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,nitrogen,sulfur,36,240,0.15
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,nitrogen,halide,34,240,0.141667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,sulfur,oxygen,24,200,0.12
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,sulfur,halide,15,200,0.075
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,oxygen,hydrocarbon,14,280,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,nitrogen,hydrocarbon,8,240,0.033333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,halide,sulfur,7,160,0.04375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,halide,oxygen,3,160,0.01875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,6,oxygen,sulfur,2,280,0.007143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,nitrogen,oxygen,108,240,0.45
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,oxygen,nitrogen,62,280,0.221429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,sulfur,nitrogen,51,200,0.255
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,sulfur,oxygen,25,200,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,nitrogen,sulfur,24,240,0.1
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,nitrogen,halide,21,240,0.0875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,sulfur,halide,16,200,0.08
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,oxygen,hydrocarbon,11,280,0.039286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,halide,sulfur,8,160,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,halide,oxygen,6,160,0.0375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,nitrogen,hydrocarbon,4,240,0.016667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,7,oxygen,sulfur,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,nitrogen,oxygen,98,240,0.408333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,sulfur,nitrogen,55,200,0.275
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,oxygen,nitrogen,54,280,0.192857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,nitrogen,halide,31,240,0.129167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,sulfur,oxygen,25,200,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,nitrogen,sulfur,23,240,0.095833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,sulfur,halide,13,200,0.065
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,oxygen,hydrocarbon,6,280,0.021429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,halide,sulfur,5,160,0.03125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,oxygen,sulfur,5,280,0.017857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,halide,oxygen,4,160,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,8,nitrogen,hydrocarbon,2,240,0.008333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,nitrogen,oxygen,85,240,0.354167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,sulfur,nitrogen,62,200,0.31
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,oxygen,nitrogen,35,280,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,nitrogen,sulfur,28,240,0.116667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,sulfur,oxygen,20,200,0.1
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,nitrogen,halide,17,240,0.070833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,sulfur,halide,7,200,0.035
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,halide,oxygen,6,160,0.0375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,halide,sulfur,6,160,0.0375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,oxygen,hydrocarbon,5,280,0.017857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,oxygen,sulfur,4,280,0.014286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,halide,nitrogen,2,160,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,9,nitrogen,hydrocarbon,2,240,0.008333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,nitrogen,oxygen,91,240,0.379167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,sulfur,nitrogen,61,200,0.305
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,oxygen,nitrogen,31,280,0.110714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,sulfur,oxygen,30,200,0.15
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,oxygen,halide,29,280,0.103571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,nitrogen,sulfur,22,240,0.091667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,nitrogen,halide,14,240,0.058333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,halide,sulfur,9,160,0.05625
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,oxygen,hydrocarbon,6,280,0.021429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,halide,oxygen,5,160,0.03125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,oxygen,sulfur,5,280,0.017857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,halide,nitrogen,1,160,0.00625
meta-llama-Llama-3.1-8B,functional_group,coarse_group,10,nitrogen,hydrocarbon,1,240,0.004167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,sulfur,nitrogen,68,200,0.34
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,nitrogen,oxygen,67,240,0.279167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,oxygen,halide,29,280,0.103571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,sulfur,oxygen,27,200,0.135
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,nitrogen,sulfur,26,240,0.108333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,oxygen,nitrogen,20,280,0.071429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,nitrogen,halide,18,240,0.075
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,halide,sulfur,6,160,0.0375
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,oxygen,hydrocarbon,6,280,0.021429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,oxygen,sulfur,5,280,0.017857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,11,halide,oxygen,3,160,0.01875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,sulfur,nitrogen,78,200,0.39
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,nitrogen,oxygen,44,240,0.183333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,oxygen,halide,30,280,0.107143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,nitrogen,sulfur,29,240,0.120833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,nitrogen,halide,18,240,0.075
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,sulfur,oxygen,15,200,0.075
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,oxygen,nitrogen,12,280,0.042857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,halide,sulfur,4,160,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,oxygen,hydrocarbon,3,280,0.010714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,oxygen,sulfur,3,280,0.010714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,12,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,sulfur,nitrogen,76,200,0.38
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,nitrogen,oxygen,45,240,0.1875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,oxygen,halide,28,280,0.1
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,nitrogen,sulfur,20,240,0.083333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,sulfur,oxygen,18,200,0.09
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,nitrogen,halide,14,240,0.058333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,oxygen,nitrogen,14,280,0.05
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,oxygen,hydrocarbon,4,280,0.014286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,oxygen,sulfur,4,280,0.014286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,halide,sulfur,2,160,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,13,sulfur,halide,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,sulfur,nitrogen,64,200,0.32
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,nitrogen,sulfur,30,240,0.125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,oxygen,halide,25,280,0.089286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,nitrogen,oxygen,24,240,0.1
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,sulfur,oxygen,22,200,0.11
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,nitrogen,halide,16,240,0.066667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,oxygen,nitrogen,12,280,0.042857
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,oxygen,sulfur,10,280,0.035714
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,halide,sulfur,4,160,0.025
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,oxygen,hydrocarbon,4,280,0.014286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,14,sulfur,halide,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,sulfur,nitrogen,70,200,0.35
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,nitrogen,sulfur,28,240,0.116667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,oxygen,halide,27,280,0.096429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,nitrogen,oxygen,17,240,0.070833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,nitrogen,halide,15,240,0.0625
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,oxygen,nitrogen,13,280,0.046429
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,oxygen,sulfur,11,280,0.039286
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,sulfur,oxygen,7,200,0.035
meta-llama-Llama-3.1-8B,functional_group,coarse_group,15,halide,sulfur,3,160,0.01875
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,oxygen,halide,29,280,0.103571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,nitrogen,oxygen,16,240,0.066667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,nitrogen,sulfur,16,240,0.066667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,oxygen,nitrogen,8,280,0.028571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,nitrogen,halide,5,240,0.020833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,oxygen,sulfur,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,16,sulfur,oxygen,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,oxygen,halide,29,280,0.103571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,nitrogen,halide,11,240,0.045833
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,nitrogen,oxygen,10,240,0.041667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,oxygen,nitrogen,8,280,0.028571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,oxygen,sulfur,2,280,0.007143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,17,sulfur,halide,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,oxygen,halide,28,280,0.1
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,nitrogen,oxygen,7,240,0.029167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,nitrogen,halide,3,240,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,oxygen,nitrogen,2,280,0.007143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,oxygen,sulfur,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,18,sulfur,oxygen,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,19,oxygen,halide,15,280,0.053571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,19,nitrogen,halide,4,240,0.016667
meta-llama-Llama-3.1-8B,functional_group,coarse_group,19,sulfur,halide,4,200,0.02
meta-llama-Llama-3.1-8B,functional_group,coarse_group,19,oxygen,nitrogen,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,20,oxygen,halide,16,280,0.057143
meta-llama-Llama-3.1-8B,functional_group,coarse_group,20,nitrogen,halide,3,240,0.0125
meta-llama-Llama-3.1-8B,functional_group,coarse_group,20,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,21,nitrogen,halide,2,240,0.008333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,21,oxygen,halide,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,21,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,22,nitrogen,oxygen,2,240,0.008333
meta-llama-Llama-3.1-8B,functional_group,coarse_group,22,nitrogen,halide,1,240,0.004167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,22,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,22,sulfur,halide,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,23,sulfur,halide,2,200,0.01
meta-llama-Llama-3.1-8B,functional_group,coarse_group,23,nitrogen,halide,1,240,0.004167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,23,nitrogen,oxygen,1,240,0.004167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,23,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,24,nitrogen,halide,1,240,0.004167
meta-llama-Llama-3.1-8B,functional_group,coarse_group,24,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,25,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,26,oxygen,halide,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,26,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,27,oxygen,halide,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,27,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,28,oxygen,hydrocarbon,1,280,0.003571
meta-llama-Llama-3.1-8B,functional_group,coarse_group,28,sulfur,halide,1,200,0.005
meta-llama-Llama-3.1-8B,functional_group,coarse_group,31,halide,hydrocarbon,1,160,0.00625
meta-llama-Llama-3.1-8B,functional_group,coarse_group,31,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,nitrogen,oxygen,74,240,0.308333
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,oxygen,halide,53,280,0.189286
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,oxygen,nitrogen,52,280,0.185714
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,sulfur,nitrogen,52,200,0.26
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,sulfur,oxygen,49,200,0.245
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,nitrogen,halide,45,240,0.1875
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,oxygen,sulfur,39,280,0.139286
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,sulfur,halide,31,200,0.155
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,nitrogen,sulfur,25,240,0.104167
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,oxygen,hydrocarbon,11,280,0.039286
phenixace-Chem-R-Faithful,functional_group,coarse_group,0,halide,oxygen,1,160,0.00625
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,nitrogen,oxygen,89,240,0.370833
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,sulfur,nitrogen,51,200,0.255
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,oxygen,nitrogen,40,280,0.142857
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,oxygen,hydrocarbon,36,280,0.128571
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,nitrogen,sulfur,34,240,0.141667
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,oxygen,halide,31,280,0.110714
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,sulfur,oxygen,29,200,0.145
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,sulfur,halide,23,200,0.115
phenixace-Chem-R-Faithful,functional_group,coarse_group,1,oxygen,sulfur,6,280,0.021429
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,nitrogen,oxygen,79,240,0.329167
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,sulfur,nitrogen,41,200,0.205
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,sulfur,oxygen,41,200,0.205
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,oxygen,nitrogen,37,280,0.132143
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,nitrogen,halide,36,240,0.15
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,sulfur,halide,29,200,0.145
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,oxygen,hydrocarbon,24,280,0.085714
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,nitrogen,sulfur,19,240,0.079167
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,halide,oxygen,5,160,0.03125
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,halide,sulfur,2,160,0.0125
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,oxygen,sulfur,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,2,sulfur,hydrocarbon,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,nitrogen,oxygen,66,240,0.275
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,sulfur,oxygen,58,200,0.29
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,nitrogen,halide,40,240,0.166667
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,sulfur,nitrogen,24,200,0.12
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,oxygen,nitrogen,22,280,0.078571
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,sulfur,halide,20,200,0.1
