model,entity_type,layer,group_a,group_b,cosine_sim,same_naming,same_reactivity
meta-llama-Llama-3.1-8B,functional_group,24,nitrile,sulfoxide,0.464119,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitrile,thioether,0.444803,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitrile,thiol,0.476636,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitro,sulfone,0.68457,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitro,sulfoxide,0.647971,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitro,thioether,0.603199,0,0
meta-llama-Llama-3.1-8B,functional_group,24,nitro,thiol,0.58539,0,0
meta-llama-Llama-3.1-8B,functional_group,24,sulfone,sulfoxide,0.950376,1,1
meta-llama-Llama-3.1-8B,functional_group,24,sulfone,thioether,0.76009,1,0
meta-llama-Llama-3.1-8B,functional_group,24,sulfone,thiol,0.721391,1,0
meta-llama-Llama-3.1-8B,functional_group,24,sulfoxide,thioether,0.788075,1,0
meta-llama-Llama-3.1-8B,functional_group,24,sulfoxide,thiol,0.778318,1,0
meta-llama-Llama-3.1-8B,functional_group,24,thioether,thiol,0.870324,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,aldehyde,0.644797,1,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,alkyl bromide,0.351027,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,alkyl chloride,0.380599,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,alkyl fluoride,0.310845,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,alkyl iodide,0.321271,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,amide,0.470673,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,amine,0.443583,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,carboxylic acid,0.572734,1,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,ester,0.601171,1,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,ether,0.708723,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,imine,0.33033,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,ketone,0.660781,1,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,nitrile,0.286008,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,nitro,0.505734,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,sulfone,0.477295,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,sulfoxide,0.507103,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,thioether,0.375615,0,1
meta-llama-Llama-3.1-8B,functional_group,31,alcohol,thiol,0.488053,0,1
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,alkyl bromide,0.234056,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,alkyl chloride,0.200545,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,alkyl fluoride,0.169786,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,alkyl iodide,0.196882,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,amide,0.702919,0,1
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,amine,0.390634,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,carboxylic acid,0.761453,1,1
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,ester,0.707839,1,1
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,ether,0.420299,1,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,imine,0.501695,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,ketone,0.771103,1,1
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,nitrile,0.507721,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,nitro,0.497179,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,sulfone,0.4179,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,sulfoxide,0.421284,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,thioether,0.18918,0,0
meta-llama-Llama-3.1-8B,functional_group,31,aldehyde,thiol,0.348011,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,alkyl chloride,0.68445,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,alkyl fluoride,0.447156,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,alkyl iodide,0.657799,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,amide,0.180076,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,amine,0.267963,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,carboxylic acid,0.212802,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,ester,0.268841,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,ether,0.390393,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,imine,0.214475,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,ketone,0.172389,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,nitrile,0.192782,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,nitro,0.308427,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,sulfone,0.253074,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,sulfoxide,0.264136,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,thioether,0.3244,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl bromide,thiol,0.30764,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,alkyl fluoride,0.565062,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,alkyl iodide,0.640938,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,amide,0.182384,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,amine,0.319073,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,carboxylic acid,0.22129,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,ester,0.276218,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,ether,0.442834,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,imine,0.234736,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,ketone,0.19234,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,nitrile,0.210122,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,nitro,0.348184,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,sulfone,0.252763,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,sulfoxide,0.265775,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,thioether,0.390017,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl chloride,thiol,0.325512,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,alkyl iodide,0.536845,1,1
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,amide,0.236527,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,amine,0.364809,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,carboxylic acid,0.244047,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,ester,0.341804,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,ether,0.471952,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,imine,0.296916,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,ketone,0.260472,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,nitrile,0.31717,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,nitro,0.446503,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,sulfone,0.392528,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,sulfoxide,0.330061,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,thioether,0.490141,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl fluoride,thiol,0.37326,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,amide,0.226496,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,amine,0.335487,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,carboxylic acid,0.219889,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,ester,0.290414,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,ether,0.419759,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,imine,0.38125,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,ketone,0.201868,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,nitrile,0.283575,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,nitro,0.367256,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,sulfone,0.330196,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,sulfoxide,0.32054,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,thioether,0.408304,0,0
meta-llama-Llama-3.1-8B,functional_group,31,alkyl iodide,thiol,0.409514,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,amine,0.72828,1,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,carboxylic acid,0.712795,0,1
meta-llama-Llama-3.1-8B,functional_group,31,amide,ester,0.635907,0,1
meta-llama-Llama-3.1-8B,functional_group,31,amide,ether,0.37396,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,imine,0.714332,1,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,ketone,0.648998,0,1
meta-llama-Llama-3.1-8B,functional_group,31,amide,nitrile,0.699288,1,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,nitro,0.716158,1,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,sulfone,0.491688,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,sulfoxide,0.459363,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,thioether,0.305421,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amide,thiol,0.401565,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,carboxylic acid,0.347063,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,ester,0.338478,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,ether,0.389413,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,imine,0.791801,1,1
meta-llama-Llama-3.1-8B,functional_group,31,amine,ketone,0.420036,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,nitrile,0.634669,1,1
meta-llama-Llama-3.1-8B,functional_group,31,amine,nitro,0.675848,1,1
meta-llama-Llama-3.1-8B,functional_group,31,amine,sulfone,0.425673,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,sulfoxide,0.421399,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,thioether,0.45674,0,0
meta-llama-Llama-3.1-8B,functional_group,31,amine,thiol,0.497831,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,ester,0.803861,1,1
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,ether,0.408249,1,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,imine,0.35654,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,ketone,0.694683,1,1
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,nitrile,0.451544,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,nitro,0.529283,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,sulfone,0.477748,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,sulfoxide,0.43863,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,thioether,0.266721,0,0
meta-llama-Llama-3.1-8B,functional_group,31,carboxylic acid,thiol,0.395563,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,ether,0.702502,1,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,imine,0.387406,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,ketone,0.809487,1,1
meta-llama-Llama-3.1-8B,functional_group,31,ester,nitrile,0.450007,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,nitro,0.561721,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,sulfone,0.612872,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,sulfoxide,0.570243,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,thioether,0.446819,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ester,thiol,0.434751,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,imine,0.341583,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,ketone,0.565029,1,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,nitrile,0.280864,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,nitro,0.526011,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,sulfone,0.577414,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,sulfoxide,0.579036,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ether,thioether,0.613361,0,1
meta-llama-Llama-3.1-8B,functional_group,31,ether,thiol,0.470246,0,1
meta-llama-Llama-3.1-8B,functional_group,31,imine,ketone,0.460284,0,0
meta-llama-Llama-3.1-8B,functional_group,31,imine,nitrile,0.715364,1,1
meta-llama-Llama-3.1-8B,functional_group,31,imine,nitro,0.638404,1,1
meta-llama-Llama-3.1-8B,functional_group,31,imine,sulfone,0.423292,0,0
meta-llama-Llama-3.1-8B,functional_group,31,imine,sulfoxide,0.420286,0,0
meta-llama-Llama-3.1-8B,functional_group,31,imine,thioether,0.383602,0,0
meta-llama-Llama-3.1-8B,functional_group,31,imine,thiol,0.429089,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,nitrile,0.449824,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,nitro,0.576316,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,sulfone,0.578399,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,sulfoxide,0.556134,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,thioether,0.374865,0,0
meta-llama-Llama-3.1-8B,functional_group,31,ketone,thiol,0.45658,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitrile,nitro,0.697431,1,1
meta-llama-Llama-3.1-8B,functional_group,31,nitrile,sulfone,0.387908,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitrile,sulfoxide,0.343654,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitrile,thioether,0.327712,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitrile,thiol,0.374743,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitro,sulfone,0.555365,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitro,sulfoxide,0.506743,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitro,thioether,0.45518,0,0
meta-llama-Llama-3.1-8B,functional_group,31,nitro,thiol,0.469311,0,0
meta-llama-Llama-3.1-8B,functional_group,31,sulfone,sulfoxide,0.955948,1,1
meta-llama-Llama-3.1-8B,functional_group,31,sulfone,thioether,0.783342,1,0
meta-llama-Llama-3.1-8B,functional_group,31,sulfone,thiol,0.769598,1,0
meta-llama-Llama-3.1-8B,functional_group,31,sulfoxide,thioether,0.776133,1,0
meta-llama-Llama-3.1-8B,functional_group,31,sulfoxide,thiol,0.791786,1,0
meta-llama-Llama-3.1-8B,functional_group,31,thioether,thiol,0.824878,1,1
phenixace-Chem-R-Faithful,functional_group,0,alcohol,aldehyde,0.669862,1,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,alkyl bromide,0.746773,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,alkyl chloride,0.747758,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,alkyl fluoride,0.820334,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,alkyl iodide,0.729379,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,amide,0.57442,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,amine,0.924018,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,carboxylic acid,0.624202,1,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,ester,0.764424,1,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,ether,0.770416,1,1
phenixace-Chem-R-Faithful,functional_group,0,alcohol,imine,0.596773,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,ketone,0.799583,1,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,nitrile,0.173669,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,nitro,0.655142,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,sulfone,0.805348,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,sulfoxide,0.771585,0,0
phenixace-Chem-R-Faithful,functional_group,0,alcohol,thioether,0.771195,0,1
phenixace-Chem-R-Faithful,functional_group,0,alcohol,thiol,0.85695,0,1
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,alkyl bromide,0.527647,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,alkyl chloride,0.525309,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,alkyl fluoride,0.56206,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,alkyl iodide,0.508839,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,amide,0.709318,0,1
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,amine,0.626817,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,carboxylic acid,0.6901,1,1
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,ester,0.675299,1,1
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,ether,0.527305,1,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,imine,0.650851,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,ketone,0.6897,1,1
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,nitrile,0.266216,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,nitro,0.71815,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,sulfone,0.749604,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,sulfoxide,0.631425,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,thioether,0.462374,0,0
phenixace-Chem-R-Faithful,functional_group,0,aldehyde,thiol,0.512055,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,alkyl chloride,0.88495,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,alkyl fluoride,0.914423,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,alkyl iodide,0.84404,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,amide,0.465967,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,amine,0.786995,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,carboxylic acid,0.473871,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,ester,0.629925,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,ether,0.863053,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,imine,0.539107,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,ketone,0.591567,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,nitrile,0.192827,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,nitro,0.50371,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,sulfone,0.665391,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,sulfoxide,0.671996,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,thioether,0.786833,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl bromide,thiol,0.780566,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,alkyl fluoride,0.898059,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,alkyl iodide,0.752926,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,amide,0.531154,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,amine,0.763649,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,carboxylic acid,0.570581,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,ester,0.641347,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,ether,0.801746,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,imine,0.603073,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,ketone,0.5913,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,nitrile,0.164124,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,nitro,0.54831,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,sulfone,0.700231,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,sulfoxide,0.686535,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,thioether,0.8154,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl chloride,thiol,0.725754,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,alkyl iodide,0.85297,1,1
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,amide,0.481905,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,amine,0.826565,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,carboxylic acid,0.498793,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,ester,0.645686,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,ether,0.845875,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,imine,0.576574,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,ketone,0.634617,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,nitrile,0.198289,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,nitro,0.57462,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,sulfone,0.691019,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,sulfoxide,0.685948,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,thioether,0.794777,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl fluoride,thiol,0.784372,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,amide,0.363242,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,amine,0.730106,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,carboxylic acid,0.361239,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,ester,0.559979,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,ether,0.86438,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,imine,0.41515,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,ketone,0.528365,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,nitrile,0.217561,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,nitro,0.506686,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,sulfone,0.595192,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,sulfoxide,0.573304,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,thioether,0.711996,0,0
phenixace-Chem-R-Faithful,functional_group,0,alkyl iodide,thiol,0.692836,0,0
phenixace-Chem-R-Faithful,functional_group,0,amide,amine,0.613937,1,0
phenixace-Chem-R-Faithful,functional_group,0,amide,carboxylic acid,0.952444,0,1
phenixace-Chem-R-Faithful,functional_group,0,amide,ester,0.706502,0,1
phenixace-Chem-R-Faithful,functional_group,0,amide,ether,0.432286,0,0
phenixace-Chem-R-Faithful,functional_group,0,amide,imine,0.771796,1,0
phenixace-Chem-R-Faithful,functional_group,0,amide,ketone,0.694902,0,1
phenixace-Chem-R-Faithful,functional_group,0,amide,nitrile,0.196429,1,0
phenixace-Chem-R-Faithful,functional_group,0,amide,nitro,0.706483,1,0
phenixace-Chem-R-Faithful,functional_group,0,amide,sulfone,0.716053,0,0
phenixace-Chem-R-Faithful,functional_group,0,amide,sulfoxide,0.690749,0,0
phenixace-Chem-R-Faithful,functional_group,0,amide,thioether,0.515166,0,0
phenixace-Chem-R-Faithful,functional_group,0,amide,thiol,0.515681,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,carboxylic acid,0.605155,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,ester,0.756784,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,ether,0.802496,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,imine,0.625141,1,1
phenixace-Chem-R-Faithful,functional_group,0,amine,ketone,0.773266,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,nitrile,0.157235,1,1
phenixace-Chem-R-Faithful,functional_group,0,amine,nitro,0.639398,1,1
phenixace-Chem-R-Faithful,functional_group,0,amine,sulfone,0.805691,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,sulfoxide,0.788527,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,thioether,0.80936,0,0
phenixace-Chem-R-Faithful,functional_group,0,amine,thiol,0.880815,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,ester,0.714402,1,1
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,ether,0.45291,1,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,imine,0.736294,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,ketone,0.698635,1,1
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,nitrile,0.169099,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,nitro,0.653018,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,sulfone,0.733875,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,sulfoxide,0.70218,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,thioether,0.559727,0,0
phenixace-Chem-R-Faithful,functional_group,0,carboxylic acid,thiol,0.530849,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,ether,0.679087,1,0
phenixace-Chem-R-Faithful,functional_group,0,ester,imine,0.610622,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,ketone,0.951238,1,1
phenixace-Chem-R-Faithful,functional_group,0,ester,nitrile,0.155023,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,nitro,0.690685,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,sulfone,0.943421,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,sulfoxide,0.974038,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,thioether,0.760916,0,0
phenixace-Chem-R-Faithful,functional_group,0,ester,thiol,0.685093,0,0
phenixace-Chem-R-Faithful,functional_group,0,ether,imine,0.444899,0,0
phenixace-Chem-R-Faithful,functional_group,0,ether,ketone,0.614602,1,0
phenixace-Chem-R-Faithful,functional_group,0,ether,nitrile,0.165298,0,0
phenixace-Chem-R-Faithful,functional_group,0,ether,nitro,0.500598,0,0
